text,emotion
Znowu wszystko poszlo na marne.,smutny
To uczucie nie pozwala mi oddychac,przerazony
Znowu wszystko mi umyka.,smutny
Nie moge przestac sie bac!,przerazony
Za moment znajde odpowiedz,neutralny
Nie potrafie sobie poradzic z tym smutkiem.,smutny
Znowu czuje sie bezradny,zly
Sprawdze to wkrotce,neutralny
Przygotuje sie do tego,neutralny
To magiczny czas pelen nadziei!,szczesliwy
Jestem pelen radosci!,szczesliwy
Moje zycie jest jednym wielkim chaosem.,smutny
To absolutnie nie do pomyslenia! ,zdegustowany
Znowu czuje sie jak nieudacznik.,smutny
To jest przerazajace,przerazony
Nie moge tego zaakceptowac,zdegustowany
Jakie to wszystko jest pelne zycia.,kontemplujacy
Nie mam nadziei na przyszlosc.,smutny
Skontaktuje sie z kims w tej sprawie,neutralny
Czuje sie jak w dolku bez wyjscia.,smutny
To mnie naprawde zaskoczylo w najgorszy sposob. ,zdegustowany
Zaraz cos wybuchnie!,przerazony
To uczucie mnie zmusza do bezruchu,przerazony
To przechodzi ludzkie pojecie,przerazony
To jest moj azyl od codziennosci.,kontemplujacy
Jestem zalamany.,smutny
To mnie po prostu denerwuje,zdegustowany
Znowu stracilem wszystko,zly
Spokoj tej chwili otula mnie jak cieply koc.,kontemplujacy
To jak spelnione marzenie!,szczesliwy
Ciezko uwierzyc w ten poziom,zdegustowany
Znowu wszystko sie rozpada,zly
Nie potrafie sobie poradzic.,smutny
Znowu wszystko zawaliles,zly
To po prostu wykracza poza wszystko,zdegustowany
Po prostu cudowne chwile!,szczesliwy
To uczucie zbliza sie jak burza,przerazony
To jak najgorszy scenariusz,przerazony
Jestem pelen milosci do zycia!,szczesliwy
Nie moge tego wytrzymac!,przerazony
Po tym wszystkim trudno jest patrzec na te sytuacje z nadzieja. ,zdegustowany
W tej chwili ciszy znajduje pelna obecnosc i spokoj.,kontemplujacy
To jest po prostu nie do zniesienia. ,zdegustowany
Moje cialo odpoczywa w harmonii.,kontemplujacy
Jestem pelen radosci!,szczesliwy
Nie widze juz dla siebie zadnej przyszlosci.,smutny
To jak cudowna okazja!,szczesliwy
Jestem pelen energii!,szczesliwy
Czuje sie kompletnie pusty.,smutny
Chcialbym to rozwazyc,neutralny
To jest do zrobienia,neutralny
Za chwile podam szczegoly,neutralny
To wszystko mnie przytlacza.,smutny
Moje mysli staja sie spokojne.,kontemplujacy
To calkowita katastrofa! ,zdegustowany
Zaraz sie cos stanie!,przerazony
To idealny dzien na szczescie!,szczesliwy
Jakie to wszystko jest spokojne i harmonijne.,kontemplujacy
Znowu jestem sam z tym wszystkim.,smutny
Jestem pelen entuzjazmu!,szczesliwy
Nie mam zadnych perspektyw.,smutny
Co mam zrobic?!,przerazony
To jak cudowna okazja!,szczesliwy
Znowu musze przechodzic przez to samo,zly
Zaraz wybuchne ze strachu!,przerazony
Skontaktuje sie z kims w tej sprawie,neutralny
To przechodzi granice mojego zrozumienia,przerazony
To jest absolutna niespodzianka!,zaskoczony
To jest czas dla mnie samego.,kontemplujacy
Patrze i doceniam kazdy detal.,kontemplujacy
Znowu wszystko sie popsulo,zly
Naprawde jestem pod wrazeniem!,zaskoczony
To uczucie zbliza sie do mnie jak burza,przerazony
To jak bycie w pulapce bez wyjscia,przerazony
To jest jak trucizna we krwi,przerazony
Jestem pelen entuzjazmu!,szczesliwy
Po prostu czuje sie przytloczony!,zly
Sprawdze to pozniej,neutralny
Potrzebuje wiecej informacji,neutralny
Zaraz cos wybuchnie!,przerazony
To jak najpiekniejszy sen!,szczesliwy
Nie moge tego zniesc!,przerazony
Znowu czuje sie oszukany,zly
Znowu czuje sie jakbym stal w miejscu.,smutny
Zaraz znikne w tym wszystkim!,przerazony
Nie mam juz nadziei na poprawe.,smutny
Po prostu czuje sie jak porazka,zly
Zajmuje sie tym po spotkaniu,neutralny
Ta sytuacja nie ma konca!,zly
To jest dno,zdegustowany
Nie potrafie tego zaakceptowac. ,zdegustowany
Zajmijmy sie tym powoli,neutralny
Jestem pelen entuzjazmu!,szczesliwy
Po prostu czuje sie upokorzony,zly
Znowu popelnilem ten sam blad,zly
Co za katorga,zdegustowany
To po prostu nie jest w porzadku. ,zdegustowany
Nie potrafie tego zaakceptowac,zdegustowany
Znowu to przezywam.,smutny
To bedzie musialo poczekac,neutralny
Jestem pelen entuzjazmu!,szczesliwy
Zaraz bede mial odpowiedz,neutralny
Nie potrafie znalezc w sobie sily.,smutny
Znowu nie potrafie tego zniesc,zly
Nie potrafie znalezc sensu.,smutny
Jestem pelen emocji i szczescia!,szczesliwy
To jest przestrzen wolna od pospiechu.,kontemplujacy
Za chwile sprawdzimy,neutralny
To jest po prostu bez sensu,zly
Potrzebuje chwili na weryfikacje,neutralny
Czuje sie zamkniety.,smutny
Jestem gotow,neutralny
To uczucie pochlania mnie jak ciemna otchlan,przerazony
Nie potrafie przelamac tego strachu,przerazony
Nie potrafie sie opanowac,przerazony
Nie spodziewalem sie takiej rewelacji!,zaskoczony
To absolutnie wspaniala okazja!,szczesliwy
Zajme sie tym pozniej,neutralny
Jestem pelen optymizmu i nadziei!,szczesliwy
Kazdy szum drzew jest jak modlitwa.,kontemplujacy
To uczucie to nieustanny cien nade mna,przerazony
Kazdy kolejny krok wydaje sie byc coraz bardziej bledny. ,zdegustowany
Znowu wszystko sie rozsypalo,zly
To absolutnie genialne!,szczesliwy
Skontaktuje sie z kims w tej sprawie,neutralny
To jest niesamowite!,zaskoczony
Prosze o chwile cierpliwosci,neutralny
Nie moge uwierzyc w ten brak szacunku,zdegustowany
Znowu wszystko mi sie rozpada,zly
Czuje sie zupelnie osamotniony.,smutny
Jestem pelen pozytywnych emocji!,szczesliwy
To cudowne doswiadczenie!,szczesliwy
Zglosze to po dokladniejszej analizie,neutralny
Znowu wszystko poszlo na marne,zly
To idealna chwila!,szczesliwy
Musze to przemyslec,neutralny
Strach mnie rozrywa!,przerazony
Nie wytrzymam dluzej!,zly
To jak najlepszy wybor w moim zyciu!,szczesliwy
Zaraz wroce z odpowiedzia,neutralny
Czuje sie oszukany przez te sytuacje.,zly
Zaraz mnie to pochlonie!,przerazony
Zaraz sie rozpadne!,przerazony
Zaraz zostane pochloniety przez strach!,przerazony
Jestem przygnieciony ciezarem zycia.,smutny
Kazda chwila ciszy napelnia mnie poczuciem spokoju i rownowagi.,kontemplujacy
To mnie zupelnie zaskoczylo w najgorszy sposob. ,zdegustowany
Skontaktuje sie z odpowiednimi osobami,neutralny
To jest jakby cos odebralo mi dusze,przerazony
To do rozwiazania pozniej,neutralny
Skontaktuje sie z kims w tej sprawie,neutralny
Jestem pelen emocji i szczescia!,szczesliwy
Nie moge znalezc ukojenia,przerazony
Po prostu nie moge na to patrzec. ,zdegustowany
To uczucie ogarnia mnie jak rosnaca fala,przerazony
To calkowicie mnie przeraza. ,zdegustowany
Nie wytrzymam tego dluzej!,przerazony
To jest po prostu katastrofa,zdegustowany
To uczucie jest jak przeszywajacy bol,przerazony
Jestem pelen optymizmu i milosci!,szczesliwy
Nie mam juz cierpliwosci,zly
Znowu wszystko sie zawalilo,zly
To najlepszy moment w mojej karierze!,szczesliwy
Jak mozna byc tak nieodpowiedzialnym? ,zdegustowany
To latwe do zalatwienia,neutralny
Zaraz cos wybuchnie!,przerazony
Kazdy gest natury ma swoje znaczenie.,kontemplujacy
Znowu nie wytrzymam tego wszystkiego,zly
To sie udalo nadspodziewanie dobrze!,zaskoczony
To mnie zupelnie zszokowalo. ,zdegustowany
Nie moge na to patrzec,zdegustowany
Skontaktuje sie z kims pozniej,neutralny
To jest naprawde ponizej wszelkiej krytyki,zdegustowany
Czuje sie jakbym byl niepotrzebny.,smutny
Zaraz to rozwiazemy,neutralny
Podoba mi sie pomysl,neutralny
Zaraz oszaleje z tego!,przerazony
To jest niesamowicie pozytywny rezultat!,zaskoczony
Brak slow na to,zdegustowany
Jestem pelen szczescia i radosci!,szczesliwy
To jak najgorszy horror,przerazony
Zajme sie tym po spotkaniu,neutralny
Nie moge na to patrzec,zdegustowany
Sprawdze dokladnie,neutralny
Jestem tym wszystkim zmeczony,zly
Zaraz wybuchne ze strachu!,przerazony
Chcialbym uzyskac wiecej informacji,neutralny
To wymaga dodatkowego sprawdzenia,neutralny
To po prostu nie ma sensu!,zly
Spokoj tej chwili jest jak balsam dla mojej duszy.,kontemplujacy
Jestem juz zmeczony,zly
To mnie przerasta,zdegustowany
Chcialbym cofnac czas i naprawic bledy.,smutny
Co za niesamowite doswiadczenie!,szczesliwy
Nie mam juz pomyslu na to,zly
Co sie dzieje?!,przerazony
Nie potrafie znalezc pocieszenia.,smutny
Zaraz przeanalizuje,neutralny
Co jeszcze moze pojsc zle?,zly
Zaraz cos wymysle,neutralny
To naprawde niesamowite!,szczesliwy
To uczucie mnie krepuje jak kajdany,przerazony
To jak wyjatkowy moment!,szczesliwy
Jestem pelen energii!,szczesliwy
To jak najlepszy moment!,szczesliwy
Nie potrafie stawic temu oporu,przerazony
Skontaktuje sie z kims pozniej,neutralny
Po prostu nie mam sil.,smutny
To absolutnie genialne!,szczesliwy
Znowu wszystko sie wali.,smutny
Jestem pelen radosci!,szczesliwy
Za moment bedziemy wiedzieli,neutralny
Spokoj tej chwili przywraca mi rownowage.,kontemplujacy
To uczucie wypelnia moja dusze,przerazony
To sie nie dzieje naprawde,przerazony
To cudowna wiadomosc!,szczesliwy
Zajmuje sie tym teraz,neutralny
To jak wspanialy sen!,szczesliwy
Chwila ciszy pomaga mi poczuc gleboki spokoj i harmonie w sercu.,kontemplujacy
To mnie po prostu przerasta. ,zdegustowany
To mnie totalnie obrzydza,zdegustowany
Jestem pelen szczescia i spelnienia!,szczesliwy
To naprawde mnie zaskoczylo. ,zdegustowany
Zaraz sprawdze,neutralny
Za moment podam odpowiedz,neutralny
Po prostu cudowne!,szczesliwy
Znowu wszystko mi sie wymyka,zly
Jestem pelen milosci do wszystkiego!,szczesliwy
Kazda minuta to blogoslawienstwo.,kontemplujacy
Jestem pelen emocji!,szczesliwy
To magiczna chwila!,szczesliwy
To jest straszne!,przerazony
Czuje sie kompletnie oszukany!,zly
To prawdziwe szczescie!,szczesliwy
Zaraz wybuchne z przerazenia!,przerazony
To mnie kompletnie przytlacza,przerazony
Nie widze juz dla siebie zadnych perspektyw.,smutny
Zajmijmy sie tym pozniej,neutralny
Po prostu mam tego dosc,zly
To najlepszy moment w moim zyciu!,szczesliwy
To jest zbyt wiele na raz,przerazony
To calkowicie wywraca moje zycie do gory nogami,przerazony
Skontaktuje sie z odpowiednia osoba,neutralny
Zaraz sie tym zajme,neutralny
Jestem w pelni szczesliwy!,szczesliwy
Dokonam analizy,neutralny
Jestem pelen radosci i energii!,szczesliwy
Jestem pelen wdziecznosci!,szczesliwy
Znowu nie wytrzymam tego wszystkiego,zly
Kazdy oddech wprowadza mnie w stan wewnetrznej harmonii.,kontemplujacy
Wszystko wydaje sie byc przeciwko mnie.,smutny
Znowu wszystko sie nie udalo,zly
Skontaktuje sie z kims w tej sprawie,neutralny
Nie mam nadziei na przyszlosc.,smutny
Zaraz znikne z tego wszystkiego!,przerazony
Spokoj tego momentu wprowadza mnie w stan glebokiej medytacji.,kontemplujacy
Zaraz strace zmysly!,przerazony
To uczucie mnie calkowicie obezwladnia,przerazony
Co sie stanie?!,przerazony
To juz staje sie nie do zniesienia,zdegustowany
Po prostu magiczna chwila!,szczesliwy
Zupelnie tego nie rozumiem. ,zdegustowany
Nie wytrzymam tego w ogole,zdegustowany
To mnie calkowicie przeroslo.,smutny
Jestem pelen szczescia i spelnienia!,szczesliwy
Zaraz wroce z odpowiedzia,neutralny
Jestem pelen pozytywnych emocji!,szczesliwy
To jak spelnione marzenie!,szczesliwy
Znowu jestem z tym sam.,smutny
Jestem w siodmym niebie!,szczesliwy
Zaskoczylo mnie to w najbardziej pozytywny sposob! ,zaskoczony
Zaraz znikne z tego strachu!,przerazony
To jest zupelnie poza moimi oczekiwaniami!,zaskoczony
To musze jeszcze sprawdzic,neutralny
Nie moge w to uwierzyc!,zaskoczony
Znowu wszystko sie sypie,zly
Zaraz nie dam rady!,przerazony
Nie moge w to uwierzyc,zdegustowany
Znowu nic nie idzie po mojej mysli,zly
To uczucie mnie unieruchamia,przerazony
Jestem pelen szczescia!,szczesliwy
Za chwile to bedzie gotowe,neutralny
To mnie szczerze mowiac wkurza. ,zdegustowany
Jestem pelen energii!,szczesliwy
Sprawdze to po rozmowie,neutralny
Chwila kontemplacji wypelnia moje serce spokojem.,kontemplujacy
Nie potrafie wydostac sie z tej sytuacji,przerazony
rany julek!,przerazony
Czuje sie kompletnie przegrany.,smutny
To musze jeszcze sprawdzic,neutralny
Jestem sfrustrowany,zly
To naprawde nie ma sensu,zdegustowany
To mnie kompletnie przeroslo,zdegustowany
To jest cos fantastycznego!,zaskoczony
Znowu wszystko mi sie sypie,zly
To uczucie mrozi moje cialo,przerazony
Nie potrafie sobie poradzic z tym wszystkim.,smutny
Zaraz to omowie,neutralny
Nie moglem tego wymarzyc!,szczesliwy
To uczucie jest jak niekonczacy sie strach,przerazony
Zaraz nie wytrzymam!,przerazony
Nie moge tego zniesc!,przerazony
Znowu czuje sie calkowicie bezradny.,smutny
To po prostu nie do przyjecia,zdegustowany
Za chwile sie tym zajme,neutralny
Zaraz wroce z odpowiedzia,neutralny
Jestem pelen entuzjazmu!,szczesliwy
Czemu to jest takie zle?,zdegustowany
Co sie dzieje?!,przerazony
Jestem pelen energii!,szczesliwy
Zaraz wracam,neutralny
Potrzebuje troche czasu na odpowiedz,neutralny
To cudowna chwila pelna radosci!,szczesliwy
Zaraz to zalatwimy,neutralny
Po prostu nie wytrzymam z czyms takim. ,zdegustowany
Rownowaga i spokoj wypelniaja moja przestrzen.,kontemplujacy
Nie widze zadnej nadziei.,smutny
To najlepsza chwila w moim zyciu!,szczesliwy
Z kazdym oddechem czuje sie bardziej zwiazany z natura.,kontemplujacy
Nie da sie tego powaznie traktowac,zdegustowany
Jestem pelen energii!,szczesliwy
Jestem pelen szczescia!,szczesliwy
Kazdy promien slonca dodaje uroku.,kontemplujacy
Za moment to omowie,neutralny
Zajmuje sie tym teraz,neutralny
To jest nie do wytrzymania,zdegustowany
Po prostu nie potrafie tego zniesc,zly
To jest absolutnie przerazajace,przerazony
Znowu jestem w tym samym miejscu.,smutny
Chcialbym wrocic do przeszlosci.,smutny
Nie potrafie ogarnac swojego zycia.,smutny
Czuje sie jakbym stracil wszystko.,smutny
To nic trudnego,neutralny
Jestem pelen radosci!,szczesliwy
Zaraz cos sie wydarzy!,przerazony
Nie potrafie sobie z tym poradzic,przerazony
Nie wytrzymam dluzej,zly
To nie do wytrzymania!,zly
To przeszlo moje oczekiwania!,zaskoczony
Za chwile sprawdzimy szczegoly,neutralny
To jest czyste szalenstwo,przerazony
To najlepsza chwila mojego zycia!,szczesliwy
Po prostu magiczne!,szczesliwy
Znowu wszystko sie zmienia na gorsze,zly
To wyglada jak katastrofa,zdegustowany
Znowu wszystko zawiodlo,zly
To dla mnie za duzy ciezar.,smutny
To wymaga skonsultowania z kims,neutralny
Znowu wszystko na marne,zly
Potrzebuje kilka minut na sprawdzenie,neutralny
Zaraz wroce z informacjami,neutralny
To mnie wykancza,zly
Sprobujmy to rozwiazac,neutralny
Znowu zaczynam wszystko od zera,zly
To jak cudowna chwila w moim zyciu!,szczesliwy
To wszystko idzie w zlym kierunku,zdegustowany
To wszystko mnie przeroslo.,smutny
To jest totalna porazka,zdegustowany
To dla mnie za trudne.,smutny
To absolutnie fantastyczne!,szczesliwy
Spokoj tej chwili daje mi sile do dzialania.,kontemplujacy
Zglosze to po analizie,neutralny
Nie moge sie od tego uwolnic,przerazony
Nie czuje sie juz wazny dla nikogo.,smutny
Jestem pelen entuzjazmu!,szczesliwy
Jestem pelen nadziei i entuzjazmu!,szczesliwy
Nie akceptuje takiej postawy,zdegustowany
To jest frustrujace,zly
Po prostu nie potrafie juz wytrzymac,zly
Znowu wszystko sie sypie.,smutny
Trzeba to ustalic,neutralny
Nie mam sily walczyc.,smutny
Nic mi nie daje poczucia spelnienia.,smutny
Za chwile to rozwiazemy,neutralny
To mnie zupelnie dobilo. ,zdegustowany
Kazdy moment odpoczynku przynosi mi harmonie.,kontemplujacy
To po prostu nie dziala,zly
Nie potrafie znalezc drogi do siebie.,smutny
To jak spelnione marzenie!,szczesliwy
To mnie calkowicie wykancza!,zly
Znowu zaczynam od nowa,zly
Znowu czuje sie jak porazka,zly
Jestem pelen radosci i entuzjazmu!,szczesliwy
Niesamowicie mile zaskoczenie!,zaskoczony
Nie moge tego dluzej tolerowac,zdegustowany
To uczucie jest jak ciemna chmura nade mna,przerazony
Co sie stanie?!,przerazony
Potrzebuje kilku minut,neutralny
To niesamowita okazja!,szczesliwy
Spokoj tej chwili roztapia wszystkie napiecia.,kontemplujacy
To nie jest w porzadku,zdegustowany
Zajme sie tym pozniej,neutralny
Po prostu nie mam slow. ,zdegustowany
Po prostu wszystko sie sypie,zly
Nie mam sily na dalsze starania.,smutny
Zaraz to zalatwimy,neutralny
Chcialbym sprobowac,neutralny
Po prostu chce zapomniec.,smutny
To jest do zrealizowania,neutralny
Znowu stracilem nadzieje,zly
Nie wytrzymam tego,zdegustowany
Jestem pelen entuzjazmu!,szczesliwy
Znowu wszystko sie sypie,zly
Jestem zachwycony tym wszystkim!,szczesliwy
To naprawde przeroslo moje wyobrazenia!,zaskoczony
Nie potrafie znalezc wyjscia z tej sytuacji,przerazony
To jest katastrofa,przerazony
Jestem pelen radosci i szczescia!,szczesliwy
Spokoj staje sie czescia mojego umyslu.,kontemplujacy
Kazdy oddech przynosi ukojenie mojej duszy.,kontemplujacy
Nie potrafie znalezc drogi wyjscia.,smutny
Nie moge tego ogarnac,przerazony
To jak spelnione marzenia!,szczesliwy
To nie do zaakceptowania,zdegustowany
Zaraz zwariuje z tego!,przerazony
To jest juz absolutnie nie do zaakceptowania!,zly
Nie spodziewalem sie tego po tym wszystkim!,zaskoczony
Kazdy moment tej ciszy daje mi poczucie glebokiego spokoju.,kontemplujacy
Znowu wszystko poszlo nie tak,zly
Nie moge zniesc tej presji!,przerazony
To wyglada na katastrofe. ,zdegustowany
To jak spelnione marzenie!,szczesliwy
Nie moge poradzic sobie z tym napieciem,przerazony
Potrzebuje chwile na odpowiedz,neutralny
Jestem pelen nadziei!,szczesliwy
Spokoj ogarnia moja dusze i cialo.,kontemplujacy
Czy nie warto czasami po prostu zatrzymac sie i spojrzec na zycie z innej perspektywy?,kontemplujacy
Nie moge tego pojac,przerazony
Czuje harmonie w kazdym oddechu.,kontemplujacy
To pelnia szczescia!,szczesliwy
Jestem zachwycony tym wszystkim!,szczesliwy
To jak spelnione marzenie!,szczesliwy
Jakim cudem tak dobrze poszlo?,zaskoczony
To jak cudowna okazja!,szczesliwy
To jest nie do zniesienia.,smutny
To zupelnie nieakceptowalne,zdegustowany
Jestem pelen entuzjazmu!,szczesliwy
To jak najlepszy moment!,szczesliwy
To prawda?,zaskoczony
Zaraz sie to skonczy!,przerazony
Za moment sprawdze szczegoly,neutralny
To mnie przygnebia. ,zdegustowany
Po prostu nie wytrzymam tej presji,zly
To jest absolutnie nie do przyjecia. ,zdegustowany
Zaraz nie bede w stanie myslec!,przerazony
To wszystko wydaje sie byc bez konca.,smutny
Jestem pelen optymizmu!,szczesliwy
Jestem pelen pozytywnej energii!,szczesliwy
Jestem pelen emocji i szczescia!,szczesliwy
Jakie to wszystko jest oszalamiajace.,kontemplujacy
To absolutnie fantastyczne!,szczesliwy
Znowu czuje sie jakbym stracil sens.,smutny
To mnie calkowicie przygniata.,smutny
Czuje sie okropnie z tym,zdegustowany
Zajmijmy sie tym na spokojnie,neutralny
Prosze o kilka minut,neutralny
Nie potrafie tego zrozumiec. ,zdegustowany
To naprawde proste,neutralny
To miejsce jest ukojeniem dla umyslu.,kontemplujacy
Z kazdym oddechem poczucie rownowagi rosnie.,kontemplujacy
Nie mam nadziei na nic.,smutny
Po prostu nie wytrzymam tej presji,zly
Znowu czuje sie jakbym byl nikim.,smutny
Znowu czuje sie jakbym byl w ciemnosci.,smutny
Co teraz?!,przerazony
To absolutnie fantastyczne!,szczesliwy
Po prostu cudowna przygoda!,szczesliwy
Nie mam juz zadnych sil.,smutny
Znowu czuje sie jakbym byl w ciemnosci.,smutny
To mnie wprost przytlacza. ,zdegustowany
Jestem pelen szczescia!,szczesliwy
To piekne uczucie!,szczesliwy
Po prostu nie wytrzymam tej presji,zly
To znowu sie wydarzylo!,zly
Znowu to sie wydarzylo,zly
To jest jak kompletny chaos,zdegustowany
To wyjatkowe doswiadczenie!,szczesliwy
To absolutna rewelacja! ,zaskoczony
To jak cudowna chwila!,szczesliwy
Nie potrafie tego zaakceptowac. ,zdegustowany
To najpiekniejszy moment w moim zyciu!,szczesliwy
Jestem na skraju zalamania.,smutny
To najlepszy moment w moim zyciu!,szczesliwy
To jak najpiekniejszy dzien w moim zyciu!,szczesliwy
Jestem pelen szczescia!,szczesliwy
Znowu wszystko sie zawalilo,zly
Zawsze chcialem to poczuc!,szczesliwy
To jest niewiarygodne,zdegustowany
Zaraz strace nad soba kontrole!,przerazony
Po prostu mnie to wyprowadza z rownowagi. ,zdegustowany
Jestem pelen szczescia i radosci!,szczesliwy
Za chwile wroce do tematu,neutralny
Zajmuje sie tym pozniej,neutralny
To naprawde mnie przygnebia. ,zdegustowany
Kazdy oddech przywraca mi wewnetrzny spokoj.,kontemplujacy
To jest jak spelnienie marzen!,zaskoczony
To nie miesci sie w glowie! ,zaskoczony
Chcialbym sie obudzic.,smutny
Nie mam sily na nic.,smutny
Zglosze to po rozmowie z zespolem,neutralny
Kazdy krok tutaj jest wart zatrzymania sie.,kontemplujacy
Przejdzmy do pracy,neutralny
To mnie po prostu przerasta!,zly
To przekracza wszelkie granice dobrego smaku. ,zdegustowany
Nie potrafie znalezc w sobie odwagi,przerazony
Zajme sie tym po konsultacjach,neutralny
Jestem przepelniony pozytywnymi emocjami!,szczesliwy
Zalatwimy to pozniej,neutralny
Znowu musze to znosic,zly
Kazda kropla rosy jest cudem.,kontemplujacy
Czuje sie naprawde niesmaczony,zdegustowany
Jestem zmeczony czekaniem.,smutny
Zaraz oszaleje z tego strachu!,przerazony
Zajmuje sie tym pozniej,neutralny
Po prostu nie moge tego zniesc dluzej,zly
Zenujace podejscie,zdegustowany
To nie moze byc prawda,przerazony
Znowu wszystko sie popsulo,zly
Nie mam juz nadziei na przyszlosc.,smutny
Znowu czuje sie osamotniony.,smutny
To mnie kompletnie przytlacza!,zly
To uczucie mnie miazdzy,przerazony
Kazda chwila tego spokoju pomaga mi poczuc sie w pelni zharmonizowanym.,kontemplujacy
To jak spelnione marzenie!,szczesliwy
Zaraz cos zlego sie wydarzy!,przerazony
Ta cisza wypelnia mnie poczuciem glebokiego relaksu.,kontemplujacy
Zaraz cos sie stanie!,przerazony
To sie nie moze wydarzyc!,przerazony
To najlepszy moment w moim zyciu!,szczesliwy
Chcialbym to omowic z zespolem,neutralny
Jestem pelen ekscytacji i radosci!,szczesliwy
Zaraz to rozwiaze,neutralny
Jestem pelen radosci!,szczesliwy
Po prostu nie potrafie zniesc tej presji!,zly
Zaraz to omowie,neutralny
To jak najlepsza przygoda!,szczesliwy
Nie musisz sie martwic,neutralny
To jest przerazajace,przerazony
Nie ogarniam tej tragedii,zdegustowany
Nie moge tego ogarnac,przerazony
To uczucie jest jak niekonczacy sie horror,przerazony
Nie potrafie tego ogarnac.,smutny
Nie czuje sie czescia niczego.,smutny
Za moment przygotuje odpowiedz,neutralny
To powinno wygladac inaczej,zdegustowany
Potrzebuje troche czasu na odpowiedz,neutralny
Nie moge tego ogarnac,przerazony
Sprawdze to w przyszlosci,neutralny
To wspaniale!,zaskoczony
Musze skonsultowac to z kims innym,neutralny
To absolutnie fantastyczna okazja!,szczesliwy
To musze dokladniej sprawdzic,neutralny
Spokoj zbliza mnie do samego siebie.,kontemplujacy
To wykracza poza moje granice. ,zdegustowany
Nie mam juz nadziei.,smutny
Czuje sie kompletnie osamotniony.,smutny
Nie mam nadziei na przyszlosc.,smutny
To juz jest nie do wytrzymania,zdegustowany
To jest przerazajace,przerazony
To jak cudowna chwila!,szczesliwy
Jestem zalamany,zdegustowany
Zaraz sie tym zajme,neutralny
Znowu sie popsulo,zly
To mnie po prostu wykancza,zly
Zajmuje sie tym teraz,neutralny
To jest nie do wytrzymania,przerazony
Nie mam sily na walke z tym uczuciem,przerazony
Moje marzenia juz nie istnieja.,smutny
Mozemy to zrobic razem,neutralny
Kazdy moment ma swoja wartosc.,kontemplujacy
Z kazdym oddechem czuje sie lzejszy.,kontemplujacy
Czuje sie czescia tego krajobrazu.,kontemplujacy
Skontaktuje sie z kims w tej sprawie,neutralny
Kazda sekunda tej ciszy daje mi poczucie pelnej harmonii.,kontemplujacy
Zglosze to po konsultacji,neutralny
Nie mam nadziei na przyszlosc.,smutny
Co mam zrobic?!,przerazony
Nic juz nie ma sensu.,smutny
Spokoj ogarnia moja dusze.,kontemplujacy
Nie mam nadziei na nic.,smutny
Po prostu wspaniala okazja!,szczesliwy
To nie ma sensu,zly
Co sie dzieje?!,przerazony
Znowu wszystko sie rozwalilo,zly
To przechodzi ludzkie pojecie,zdegustowany
Kazdy szelest lisci to symfonia natury.,kontemplujacy
To wyglada jak kpina,zdegustowany
Nie mam zadnej radosci w sobie.,smutny
Nie potrafie zniesc tego leku!,przerazony
Jestem pelen radosci i szczescia!,szczesliwy
Jestem pelen radosci i spelnienia!,szczesliwy
Jestem pelen radosci i entuzjazmu!,szczesliwy
Czuje sie jak w innym swiecie.,kontemplujacy
Zaraz to wszystko sie skonczy!,przerazony
Nie potrafie znalezc nadziei,przerazony
Jak mozna byc takim bezczelnym?,zdegustowany
To absolutnie wyjatkowy moment!,szczesliwy
To uczucie trzyma mnie w szponach leku,przerazony
Zaraz sie cos wydarzy!,przerazony
Nie mam nadziei na przyszlosc.,smutny
To jest przerazajace,przerazony
Znowu czuje sie jakbym nie mial nadziei.,smutny
Po prostu mam tego dosc,zly
Zaraz wroce z odpowiedzia,neutralny
Jakim cudem to sie stalo?,zdegustowany
Po prostu nie wytrzymam juz tego napiecia,zly
To wspaniala okazja!,szczesliwy
Zaraz cos sie stanie!,przerazony
Zglosze to po przemysleniu,neutralny
To jak wspaniala przygoda!,szczesliwy
To jak wspaniala podroz!,szczesliwy
Zajme sie tym po konsultacji,neutralny
Znowu wszystko sie wali!,zly
Po prostu rewelacyjne!,szczesliwy
Zaraz padne ze strachu!,przerazony
Z kazdym oddechem czuje sie coraz bardziej spokojny.,kontemplujacy
Nie moge wyjsc z tego stanu strachu,przerazony
To mnie naprawde frustruje!,zly
Znowu ten absurd,zdegustowany
Czuje sie calkowicie bezsilny w tej sytuacji. ,zdegustowany
Jestem zalamany ich podejsciem,zdegustowany
Znowu zaczynam od zera,zly
Podam ci wyniki wkrotce,neutralny
Brak mi slow na cos takiego,zdegustowany
Co jesli to jest prawda?!,przerazony
Po prostu nie mam ochoty na nic,zly
Zajmijmy sie tym za chwile,neutralny
To po prostu nie ma sensu!,zly
Kazdego dnia to samo!,zly
Po prostu nie chce tego dluzej przezyc.,smutny
Znowu cos zawalilem,zly
Zaraz zwariuje od tego strachu!,przerazony
Zajmijmy sie tym pozniej,neutralny
Chcialbym to przeanalizowac,neutralny
To wszystko sie konczy,zly
Miesnie odprezaja sie w pelnej ciszy.,kontemplujacy
Musze to zweryfikowac,neutralny
Nie jestem w stanie zlapac oddechu,przerazony
Skontaktuje sie z kims w tej sprawie,neutralny
To jest za duzo do zniesienia,zly
To po prostu przeroslo moje oczekiwania!,zaskoczony
Nie moge zniesc tej presji,przerazony
To wykracza poza wszystko,zdegustowany
Nie mam slow,zdegustowany
